City,Temperature,Humidity,AQI,Rainfall,WindSpeed,Pressure,Date,DayType,Disease_Risk,Risk_Level,Precaution_1,Precaution_2,Precaution_3
Hyderabad,31.7,47,58,45.4,16.8,1011,2025-11-03,Today,Skin Allergy,Low,Avoid direct sun exposure,Use mild soap,Moisturize skin
Pune,24.2,48,66,29.8,12.1,1015,2025-11-04,Today,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Chennai,31.0,82,242,50.1,11.8,1004,2025-11-05,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Jaipur,20.9,52,135,42.8,10.8,1012,2025-11-06,Tomorrow,Skin Allergy,Low,Avoid direct sun exposure,Use mild soap,Moisturize skin
Mumbai,20.3,47,110,34.9,5.7,998,2025-11-07,Tomorrow,Skin Allergy,Low,Avoid direct sun exposure,Use mild soap,Moisturize skin
Mumbai,18.9,75,89,34.7,3.1,997,2025-11-01,Tomorrow,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Jaipur,32.4,60,164,37.3,12.9,999,2025-11-02,Tomorrow,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Chennai,27.9,71,154,25.6,10.9,1007,2025-11-03,Today,Bronchitis,High,Avoid dusty areas,Use air purifier,Consult doctor if cough persists
Delhi,32.4,86,154,55.1,2.1,1005,2025-11-04,Tomorrow,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Ahmedabad,27.1,66,175,46.8,4.4,1005,2025-11-05,Today,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Kolkata,33.8,38,107,39.0,16.8,1011,2025-11-06,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Nagpur,24.6,53,100,34.1,14.7,1010,2025-11-07,Today,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Nagpur,39.4,89,130,38.1,8.7,999,2025-11-01,Tomorrow,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Bangalore,31.1,73,194,41.2,4.4,1001,2025-11-02,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Nagpur,37.1,66,80,38.2,14.5,1000,2025-11-03,Today,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Bangalore,33.5,83,231,33.8,9.3,1003,2025-11-04,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Nagpur,31.4,39,181,37.3,17.1,1005,2025-11-05,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Pune,19.5,35,123,12.4,10.6,1008,2025-11-06,Tomorrow,Normal,Low,No major risk,Maintain hydration,Get regular exercise
Ahmedabad,27.0,41,159,0.3,4.3,1007,2025-11-07,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Nagpur,22.8,86,233,16.7,5.5,1011,2025-11-01,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Hyderabad,19.1,64,226,38.1,16.0,1008,2025-11-02,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Pune,32.7,36,136,56.5,20.0,1001,2025-11-03,Tomorrow,Skin Allergy,Low,Avoid direct sun exposure,Use mild soap,Moisturize skin
Bangalore,19.4,48,154,32.2,18.1,1009,2025-11-04,Today,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Bangalore,32.3,80,159,44.7,19.4,995,2025-11-05,Tomorrow,Normal,Low,No major risk,Maintain hydration,Get regular exercise
Pune,21.7,72,54,33.9,8.6,999,2025-11-06,Today,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Hyderabad,34.7,80,245,55.1,18.5,1014,2025-11-07,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Chennai,18.6,44,71,6.1,15.4,1013,2025-11-01,Tomorrow,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Kolkata,29.4,50,189,18.1,4.2,1011,2025-11-02,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Bangalore,23.3,83,115,12.6,6.7,1001,2025-11-03,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Delhi,31.2,39,64,13.8,17.4,1000,2025-11-04,Today,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Pune,22.9,84,146,7.6,12.4,996,2025-11-05,Today,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Hyderabad,33.8,62,175,43.7,14.1,1009,2025-11-06,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Delhi,23.4,42,111,33.9,6.0,995,2025-11-07,Tomorrow,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Pune,22.2,37,83,53.9,13.3,1012,2025-11-01,Tomorrow,Skin Allergy,Low,Avoid direct sun exposure,Use mild soap,Moisturize skin
Kolkata,34.8,66,63,17.7,18.2,996,2025-11-02,Today,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Mumbai,25.9,85,246,37.6,16.8,1006,2025-11-03,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Hyderabad,24.2,66,86,50.3,15.8,1012,2025-11-04,Tomorrow,Skin Allergy,Low,Avoid direct sun exposure,Use mild soap,Moisturize skin
Bangalore,19.7,75,118,43.7,12.5,1011,2025-11-05,Today,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Delhi,23.7,60,111,35.4,6.8,1012,2025-11-06,Today,Skin Allergy,Low,Avoid direct sun exposure,Use mild soap,Moisturize skin
Hyderabad,22.0,46,192,54.8,13.6,1013,2025-11-07,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Pune,29.7,50,105,54.7,2.5,1003,2025-11-01,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Mumbai,31.1,57,162,4.1,3.3,1012,2025-11-02,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Jaipur,23.0,56,232,28.5,12.1,1014,2025-11-03,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Pune,24.5,68,239,52.7,14.2,1001,2025-11-04,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Ahmedabad,36.6,47,68,51.0,2.8,1011,2025-11-05,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Kolkata,34.0,82,100,3.7,8.6,1001,2025-11-06,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Jaipur,34.5,70,86,47.5,18.6,1015,2025-11-07,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Pune,30.7,53,201,36.1,16.0,1007,2025-11-01,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Chennai,36.2,74,131,20.7,17.4,996,2025-11-02,Today,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Pune,18.1,82,61,3.2,8.0,1000,2025-11-03,Today,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Jaipur,29.3,58,100,57.6,16.5,1015,2025-11-04,Today,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Nagpur,35.9,45,66,48.0,8.8,1001,2025-11-05,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Hyderabad,34.7,61,70,17.9,13.3,996,2025-11-06,Today,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Hyderabad,20.1,52,129,2.3,8.0,996,2025-11-07,Today,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Pune,26.1,38,162,21.8,13.1,999,2025-11-01,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Mumbai,30.8,70,104,11.9,19.3,1007,2025-11-02,Tomorrow,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Jaipur,21.4,82,111,53.3,3.0,1005,2025-11-03,Today,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Kolkata,26.3,76,116,36.8,11.6,1002,2025-11-04,Today,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Bangalore,38.4,46,173,58.8,5.5,997,2025-11-05,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Nagpur,36.6,86,104,27.0,7.1,1007,2025-11-06,Today,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Kolkata,19.6,70,201,48.7,19.6,1006,2025-11-07,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Chennai,38.5,64,84,37.1,12.1,1008,2025-11-01,Today,Normal,Low,No major risk,Maintain hydration,Get regular exercise
Jaipur,34.0,88,217,13.7,7.0,1000,2025-11-02,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Delhi,29.7,86,168,17.8,6.8,1012,2025-11-03,Today,Normal,Low,No major risk,Maintain hydration,Get regular exercise
Delhi,27.9,75,133,45.2,16.2,1008,2025-11-04,Today,Normal,Low,No major risk,Maintain hydration,Get regular exercise
Chennai,28.9,84,225,25.0,3.6,999,2025-11-05,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Delhi,18.6,76,247,6.4,17.7,1014,2025-11-06,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Delhi,21.0,53,85,9.2,11.1,1014,2025-11-07,Tomorrow,Bronchitis,High,Avoid dusty areas,Use air purifier,Consult doctor if cough persists
Jaipur,25.8,85,225,6.4,8.5,1002,2025-11-01,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Mumbai,38.6,66,176,3.9,4.8,997,2025-11-02,Today,Normal,Low,No major risk,Maintain hydration,Get regular exercise
Ahmedabad,35.0,87,134,25.5,8.5,1013,2025-11-03,Today,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Bangalore,30.5,39,214,31.1,14.3,1008,2025-11-04,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Kolkata,21.3,37,139,44.7,14.9,1015,2025-11-05,Tomorrow,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Mumbai,39.3,53,241,23.4,2.1,996,2025-11-06,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Mumbai,30.3,90,151,7.3,3.6,1009,2025-11-07,Today,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Kolkata,30.7,47,249,48.2,7.4,1003,2025-11-01,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Jaipur,38.6,61,243,44.7,19.1,1008,2025-11-02,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Nagpur,27.5,76,154,58.9,18.0,1011,2025-11-03,Tomorrow,Bronchitis,High,Avoid dusty areas,Use air purifier,Consult doctor if cough persists
Pune,27.2,89,67,21.6,16.0,996,2025-11-04,Today,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Chennai,22.1,85,104,17.2,15.6,998,2025-11-05,Today,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Pune,35.2,40,52,57.0,9.5,1006,2025-11-06,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Kolkata,37.7,88,68,47.4,6.3,1004,2025-11-07,Tomorrow,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Mumbai,19.3,61,239,6.6,19.8,1009,2025-11-01,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Pune,34.3,37,171,51.3,7.4,1011,2025-11-02,Today,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Hyderabad,27.5,35,217,2.6,5.7,996,2025-11-03,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Kolkata,37.0,68,133,11.3,18.4,1004,2025-11-04,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Nagpur,29.9,54,145,33.7,17.2,1012,2025-11-05,Today,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Delhi,19.5,73,229,57.5,10.9,1010,2025-11-06,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Chennai,33.9,82,209,17.0,2.3,1004,2025-11-07,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Bangalore,38.7,61,213,7.3,12.9,1003,2025-11-01,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Hyderabad,27.4,49,247,28.3,12.2,999,2025-11-02,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Pune,38.7,47,62,42.8,6.5,1004,2025-11-03,Today,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Bangalore,28.4,88,133,27.7,18.0,1012,2025-11-04,Today,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Kolkata,21.4,87,71,49.5,16.4,1010,2025-11-05,Tomorrow,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Pune,35.8,35,192,43.4,9.7,997,2025-11-06,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Jaipur,37.1,51,65,33.8,7.5,1015,2025-11-07,Today,Skin Allergy,Low,Avoid direct sun exposure,Use mild soap,Moisturize skin
Nagpur,26.9,49,146,34.5,9.8,995,2025-11-01,Today,Bronchitis,High,Avoid dusty areas,Use air purifier,Consult doctor if cough persists
Pune,36.0,77,210,0.1,10.6,996,2025-11-02,Tomorrow,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Mumbai,27.7,76,180,6.7,16.6,1006,2025-11-03,Today,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Kolkata,20.0,40,96,8.1,14.9,1007,2025-11-04,Tomorrow,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Bangalore,37.1,48,209,37.5,6.0,996,2025-11-05,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Mumbai,27.0,87,215,59.1,14.8,1009,2025-11-06,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Mumbai,34.0,36,220,5.5,10.0,1013,2025-11-07,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Nagpur,21.9,52,106,52.4,16.5,999,2025-11-01,Today,Normal,Low,No major risk,Maintain hydration,Get regular exercise
Kolkata,20.4,42,217,41.7,18.9,1015,2025-11-02,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Nagpur,29.3,39,75,48.4,3.5,995,2025-11-03,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Chennai,28.2,81,142,8.7,13.0,997,2025-11-04,Today,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Bangalore,23.0,68,177,11.4,15.5,1004,2025-11-05,Today,Skin Allergy,Low,Avoid direct sun exposure,Use mild soap,Moisturize skin
Nagpur,20.4,74,125,29.3,5.5,1013,2025-11-06,Tomorrow,Normal,Low,No major risk,Maintain hydration,Get regular exercise
Bangalore,19.1,43,118,24.5,10.7,1000,2025-11-07,Today,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Jaipur,23.6,69,177,34.3,18.8,1001,2025-11-01,Today,Normal,Low,No major risk,Maintain hydration,Get regular exercise
Hyderabad,18.6,50,75,21.5,16.8,1010,2025-11-02,Today,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Mumbai,22.9,37,191,22.8,7.8,997,2025-11-03,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Hyderabad,22.6,64,233,55.1,9.9,1000,2025-11-04,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Nagpur,29.8,62,187,12.5,3.4,1013,2025-11-05,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Pune,28.7,64,147,58.2,6.3,999,2025-11-06,Today,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Kolkata,34.0,43,87,20.4,18.6,1014,2025-11-07,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Bangalore,25.0,35,146,59.7,18.7,996,2025-11-01,Tomorrow,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Nagpur,18.9,83,147,33.1,4.2,1004,2025-11-02,Tomorrow,Dengue,Moderate,Use mosquito repellent,Avoid stagnant water,Sleep under mosquito net
Nagpur,39.0,74,170,9.1,19.3,1002,2025-11-03,Tomorrow,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Kolkata,20.2,47,51,13.8,6.3,1014,2025-11-04,Tomorrow,Skin Allergy,Low,Avoid direct sun exposure,Use mild soap,Moisturize skin
Delhi,18.8,69,144,6.0,6.7,1012,2025-11-05,Today,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Hyderabad,32.0,87,126,7.2,8.3,1006,2025-11-06,Today,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Pune,20.5,44,64,38.5,15.6,1008,2025-11-07,Today,Normal,Low,No major risk,Maintain hydration,Get regular exercise
Bangalore,36.8,70,96,42.7,16.5,1014,2025-11-01,Tomorrow,Skin Allergy,Low,Avoid direct sun exposure,Use mild soap,Moisturize skin
Chennai,38.4,84,159,34.7,2.4,1012,2025-11-02,Tomorrow,Heatstroke,High,Stay hydrated and indoors,Avoid outdoor work 12–4 PM,Drink ORS if dizzy
Nagpur,19.1,48,175,55.7,10.9,996,2025-11-03,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
Kolkata,28.4,43,74,47.6,10.3,1003,2025-11-04,Tomorrow,Bronchitis,High,Avoid dusty areas,Use air purifier,Consult doctor if cough persists
Nagpur,19.3,74,118,59.2,11.9,997,2025-11-05,Today,Common Cold,Moderate,Wear warm clothes,Drink warm water,Avoid chilled drinks
Delhi,22.3,62,239,28.5,6.6,1011,2025-11-06,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Chennai,31.4,69,207,52.0,3.0,1001,2025-11-07,Today,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Pune,32.7,51,168,36.8,14.8,1000,2025-11-01,Today,Normal,Low,No major risk,Maintain hydration,Get regular exercise
Nagpur,21.5,43,52,55.8,14.2,1001,2025-11-02,Tomorrow,Asthma,High,Avoid outdoor activity,Use N95 mask,Keep inhaler handy
Chennai,23.6,80,86,47.2,3.9,1014,2025-11-03,Tomorrow,Dehydration,Moderate,Drink 2-3L water daily,Avoid caffeine,Use oral rehydration salts
